#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
NC_001138.5	1698	asmbl_1698	Unigene6540_YT,Unigene6540_YT	orient(a+/s?) align: 49117(1)-51140(2024)
NC_001138.5	1699	asmbl_1699	Unigene6541_YT,Unigene6541_YT	orient(a-/s?) align: 51533(310)-51842(1)
NC_001138.5	1700	asmbl_1700	Unigene6542_YT,Unigene6542_YT	orient(a-/s?) align: 51886(853)-52738(1)
NC_001138.5	1701	asmbl_1701	Unigene6543_YT,Unigene6543_YT	orient(a-/s?) align: 52978(1867)-54844(1)
NC_001138.5	1702	asmbl_1702	Unigene6544_YT,Unigene6545_YT,Unigene6544_YT,Unigene6545_YT	orient(a+/s?) align: 54758(1)-56068(1311)
NC_001138.5	1703	asmbl_1703	Unigene6546_YT,Unigene6546_YT	orient(a+/s?) align: 56260(1)-57939(1680)
NC_001138.5	1704	asmbl_1704	Unigene6547_YT,Unigene6547_YT	orient(a+/s?) align: 58534(1)-62982(4449)
NC_001138.5	1705	asmbl_1705	Unigene6548_YT,Unigene6548_YT	orient(a-/s?) align: 62832(964)-63795(1)
NC_001138.5	1706	asmbl_1706	Unigene6549_YT,Unigene6549_YT	orient(a-/s?) align: 64243(732)-64974(1)
NC_001138.5	1707	asmbl_1707	Unigene6550_YT,Unigene6550_YT	orient(a+/s?) align: 65286(1)-68774(3489)
NC_001138.5	1708	asmbl_1708	Unigene6551_YT,Unigene6551_YT	orient(a-/s?) align: 68861(5820)-74680(1)
NC_001138.5	1709	asmbl_1709	Unigene6552_YT,Unigene6552_YT	orient(a+/s?) align: 75113(1)-76563(1451)
NC_001138.5	1710	asmbl_1710	Unigene6553_YT,Unigene6554_YT,Unigene6553_YT,Unigene6554_YT	orient(a+/s?) align: 76464(1)-78191(1728)
NC_001138.5	1711	asmbl_1711	Unigene6555_YT,Unigene6556_YT,Unigene6555_YT,Unigene6556_YT	orient(a+/s?) align: 77935(1)-79319(1385)
NC_001138.5	1712	asmbl_1712	Unigene6557_YT,Unigene6557_YT	orient(a-/s?) align: 79260(954)-80213(1)
NC_001138.5	1713	asmbl_1713	Unigene6558_YT,Unigene6558_YT	orient(a+/s?) align: 82550(1)-84262(1713)
NC_001138.5	1714	asmbl_1714	Unigene6559_YT,Unigene6560_YT,Unigene6559_YT,Unigene6560_YT	orient(a+/s?) align: 84005(1)-87443(3439)
NC_001138.5	1715	asmbl_1715	Unigene6561_YT,Unigene6562_YT,Unigene6561_YT,Unigene6562_YT	orient(a+/s?) align: 87465(1)-90903(3439)
NC_001138.5	1716	asmbl_1716	Unigene6563_YT,Unigene6564_YT,Unigene6563_YT,Unigene6564_YT	orient(a+/s?) align: 95576(1)-96017(442)
NC_001138.5	1717	asmbl_1717	Unigene6565_YT,Unigene6565_YT	orient(a+/s?) align: 95994(1)-97600(1607)
NC_001138.5	1718	asmbl_1718	Unigene6566_YT,Unigene6566_YT	orient(a-/s?) align: 97618(262)-97879(1)
NC_001138.5	1719	asmbl_1719	Unigene6567_YT,Unigene6567_YT	orient(a-/s?) align: 97878(204)-98081(1)
NC_001138.5	1720	asmbl_1720	Unigene6568_YT,Unigene6568_YT	orient(a+/s?) align: 98113(1)-98479(367)
NC_001138.5	1721	asmbl_1721	Unigene6569_YT,Unigene6569_YT	orient(a-/s?) align: 100047(216)-100262(1)
NC_001138.5	1722	asmbl_1722	Unigene6570_YT,Unigene6570_YT	orient(a+/s?) align: 100533(1)-100745(213)
NC_001138.5	1723	asmbl_1723	Unigene6571_YT,Unigene6571_YT	orient(a-/s?) align: 101546(1685)-103230(1)
NC_001138.5	1724	asmbl_1724	Unigene6572_YT,Unigene6572_YT	orient(a-/s?) align: 103242(269)-103510(1)
NC_001138.5	1725	asmbl_1725	Unigene6573_YT,Unigene6574_YT,Unigene6573_YT,Unigene6574_YT	orient(a+/s?) align: 103501(1)-103946(446)
NC_001138.5	1726	asmbl_1726	Unigene6575_YT,Unigene6575_YT	orient(a-/s?) align: 103946(600)-104545(1)
NC_001138.5	1727	asmbl_1727	Unigene6576_YT,Unigene6576_YT	orient(a-/s?) align: 104612(1668)-106279(1)
NC_001138.5	1728	asmbl_1728	Unigene6577_YT,Unigene6577_YT	orient(a+/s?) align: 106737(1)-106992(256)
NC_001138.5	1729	asmbl_1729	Unigene6578_YT,Unigene6578_YT	orient(a+/s?) align: 107197(1)-107684(488)
NC_001138.5	1730	asmbl_1730	Unigene6579_YT,Unigene6579_YT	orient(a-/s?) align: 107787(2256)-110042(1)
NC_001138.5	1731	asmbl_1731	Unigene6580_YT,Unigene6580_YT	orient(a+/s?) align: 110162(1)-110465(304)
NC_001138.5	1732	asmbl_1732	Unigene6581_YT,Unigene6581_YT	orient(a+/s?) align: 110649(1)-111119(471)
NC_001138.5	1733	asmbl_1733	Unigene6582_YT,Unigene6582_YT	orient(a-/s?) align: 111044(842)-111885(1)
NC_001138.5	1734	asmbl_1734	Unigene6584_YT,Unigene6584_YT	orient(a+/s?) align: 115921(1)-118640(2720)
NC_001138.5	1735	asmbl_1735	Unigene6585_YT,Unigene6585_YT	orient(a-/s?) align: 118670(517)-119186(1)
NC_001138.5	1736	asmbl_1736	Unigene6586_YT,Unigene6586_YT	orient(a+/s?) align: 119345(1)-123231(3887)
NC_001138.5	1737	asmbl_1737	Unigene6587_YT,Unigene6587_YT	orient(a+/s?) align: 123313(1)-129985(6673)
NC_001138.5	1738	asmbl_1738	Unigene6588_YT,Unigene6588_YT	orient(a+/s?) align: 130110(1)-131199(1090)
NC_001138.5	1739	asmbl_1739	Unigene6589_YT,Unigene6589_YT	orient(a-/s?) align: 131078(540)-131617(1)
NC_001138.5	1740	asmbl_1740	Unigene6590_YT,Unigene6590_YT	orient(a+/s?) align: 131523(1)-134515(2993)
NC_001138.5	1741	asmbl_1741	Unigene6591_YT,Unigene6592_YT,Unigene6591_YT,Unigene6592_YT	orient(a+/s?) align: 134500(1)-136956(2457)
NC_001138.5	1742	asmbl_1742	Unigene6593_YT,Unigene6593_YT	orient(a-/s?) align: 137363(179)-137541(1)
NC_001138.5	1743	asmbl_1743	Unigene6594_YT,Unigene6594_YT	orient(a-/s?) align: 144311(211)-144521(1)
NC_001138.5	1744	asmbl_1744	Unigene6595_YT,Unigene6595_YT	orient(a-/s?) align: 144984(2010)-146993(1)
NC_001138.5	1745	asmbl_1745	Unigene6596_YT,Unigene6596_YT	orient(a+/s?) align: 147071(1)-148405(1335)
NC_001138.5	1746	asmbl_1746	Unigene6597_YT,Unigene6597_YT	orient(a+/s?) align: 148811(1)-149786(976)
NC_001138.5	1747	asmbl_1747	Unigene6598_YT,Unigene6598_YT	orient(a+/s?) align: 149986(1)-152611(2626)
NC_001138.5	1748	asmbl_1748	Unigene6599_YT,Unigene6599_YT	orient(a-/s?) align: 152476(774)-153249(1)
NC_001138.5	1749	asmbl_1749	Unigene6600_YT,Unigene6600_YT	orient(a+/s?) align: 153184(1)-154419(1236)
NC_001138.5	1750	asmbl_1750	Unigene6601_YT,Unigene6601_YT	orient(a-/s?) align: 154286(1645)-155930(1)
NC_001138.5	1751	asmbl_1751	Unigene6602_YT,Unigene6603_YT,Unigene6602_YT,Unigene6603_YT	orient(a+/s?) align: 156034(1)-158016(1983)
NC_001138.5	1752	asmbl_1752	Unigene6604_YT,Unigene6604_YT	orient(a-/s?) align: 158094(364)-158457(1)
NC_001138.5	1753	asmbl_1753	Unigene6605_YT,Unigene6605_YT	orient(a-/s?) align: 158509(835)-159343(1)
NC_001138.5	1754	asmbl_1754	Unigene6606_YT,Unigene6607_YT,Unigene6606_YT,Unigene6607_YT	orient(a+/s?) align: 161640(1)-161876(237)
NC_001138.5	1755	asmbl_1755	Unigene6608_YT,Unigene6608_YT	orient(a+/s?) align: 162332(1)-164948(2617)
NC_001138.5	1756	asmbl_1756	Unigene6609_YT,Unigene6609_YT	orient(a+/s?) align: 164985(1)-166653(1669)
NC_001138.5	1757	asmbl_1757	Unigene6610_YT,Unigene6610_YT	orient(a-/s?) align: 166416(899)-167314(1)
NC_001138.5	1758	asmbl_1758	Unigene6611_YT,Unigene6611_YT	orient(a-/s?) align: 168047(323)-168369(1)
NC_001138.5	1759	asmbl_1759	Unigene6612_YT,Unigene6612_YT	orient(a+/s?) align: 168477(1)-169310(834)
NC_001138.5	1760	asmbl_1760	Unigene6613_YT,Unigene6613_YT	orient(a-/s?) align: 172329(1714)-174042(1)
NC_001138.5	1761	asmbl_1761	Unigene6614_YT,Unigene6615_YT,Unigene6614_YT,Unigene6615_YT	orient(a+/s?) align: 174088(1)-176509(2422)
NC_001138.5	1762	asmbl_1762	Unigene6616_YT,Unigene6616_YT	orient(a-/s?) align: 182215(647)-182861(1)
NC_001138.5	1763	asmbl_1763	Unigene6618_YT,Unigene6619_YT,Unigene6618_YT,Unigene6619_YT	orient(a+/s?) align: 191849(1)-193862(2014)
NC_001138.5	1764	asmbl_1764	Unigene6620_YT,Unigene6620_YT	orient(a-/s?) align: 193894(381)-194274(1)
NC_001138.5	1765	asmbl_1765	Unigene6621_YT,Unigene6621_YT	orient(a+/s?) align: 194718(1)-196314(1597)
NC_001138.5	1766	asmbl_1766	Unigene6622_YT,Unigene6622_YT	orient(a-/s?) align: 196810(252)-197061(1)
NC_001138.5	1767	asmbl_1767	Unigene6623_YT,Unigene6623_YT	orient(a-/s?) align: 197111(280)-197390(1)
NC_001138.5	1768	asmbl_1768	Unigene6624_YT,Unigene6624_YT	orient(a-/s?) align: 197878(341)-198218(1)
NC_001138.5	1769	asmbl_1769	Unigene6625_YT,Unigene6625_YT	orient(a-/s?) align: 198414(646)-199059(1)
NC_001138.5	1770	asmbl_1770	Unigene6626_YT,Unigene6626_YT	orient(a+/s?) align: 199860(1)-200062(203)
NC_001138.5	1771	asmbl_1771	Unigene6627_YT,Unigene6627_YT	orient(a+/s?) align: 200565(1)-200826(262)
NC_001138.5	1772	asmbl_1772	Unigene6628_YT,Unigene6628_YT	orient(a+/s?) align: 200904(1)-201133(230)
NC_001138.5	1773	asmbl_1773	Unigene6629_YT,Unigene6629_YT	orient(a+/s?) align: 201152(1)-201535(384)
NC_001138.5	1774	asmbl_1774	Unigene6630_YT,Unigene6630_YT	orient(a-/s?) align: 201714(1764)-203477(1)
NC_001138.5	1775	asmbl_1775	Unigene6631_YT,Unigene6631_YT	orient(a-/s?) align: 203534(1368)-204901(1)
NC_001138.5	1776	asmbl_1776	Unigene6633_YT,Unigene6633_YT	orient(a-/s?) align: 205840(1428)-207267(1)
NC_001138.5	1777	asmbl_1777	Unigene6634_YT,Unigene6634_YT	orient(a+/s?) align: 207377(1)-208400(1024)
NC_001138.5	1778	asmbl_1778	Unigene6636_YT,Unigene6636_YT	orient(a+/s?) align: 210873(1)-213197(2325)
NC_001138.5	1779	asmbl_1779	Unigene6637_YT,Unigene6637_YT	orient(a+/s?) align: 213189(1)-216462(3274)
NC_001138.5	1780	asmbl_1780	Unigene6638_YT,Unigene6638_YT	orient(a+/s?) align: 221533(1)-221994(462)
NC_001138.5	1781	asmbl_1781	Unigene6639_YT,Unigene6639_YT	orient(a-/s?) align: 222066(1018)-223083(1)
NC_001138.5	1782	asmbl_1782	Unigene6640_YT,Unigene6640_YT	orient(a-/s?) align: 223153(641)-223793(1)
NC_001138.5	1783	asmbl_1783	Unigene6641_YT,Unigene6642_YT,Unigene6641_YT,Unigene6642_YT	orient(a+/s?) align: 224048(1)-224769(722)
NC_001138.5	1784	asmbl_1784	Unigene6643_YT,Unigene6644_YT,Unigene6645_YT,Unigene6643_YT,Unigene6644_YT,Unigene6645_YT	orient(a-/s?) align: 225997(739)-226735(1)
NC_001138.5	1785	asmbl_1785	Unigene6646_YT,Unigene6646_YT	orient(a+/s?) align: 226751(1)-227478(728)
NC_001138.5	1786	asmbl_1786	Unigene6647_YT,Unigene6647_YT	orient(a-/s?) align: 227501(1840)-229340(1)
NC_001138.5	1787	asmbl_1787	Unigene6648_YT,Unigene6648_YT	orient(a+/s?) align: 229349(1)-232028(2680)
NC_001138.5	1788	asmbl_1788	Unigene6649_YT,Unigene6649_YT	orient(a-/s?) align: 231944(1732)-233675(1)
NC_001138.5	1789	asmbl_1789	Unigene6650_YT,Unigene6650_YT	orient(a+/s?) align: 233926(1)-237394(3469)
NC_001138.5	1790	asmbl_1790	Unigene6651_YT,Unigene6651_YT	orient(a-/s?) align: 237260(1031)-238290(1)
NC_001138.5	1791	asmbl_1791	Unigene6652_YT,Unigene6653_YT,Unigene6652_YT,Unigene6653_YT	orient(a+/s?) align: 238410(1)-239827(1418)
NC_001138.5	1792	asmbl_1792	Unigene6654_YT,Unigene6655_YT,Unigene6654_YT,Unigene6655_YT	orient(a+/s?) align: 241550(1)-241976(427)
NC_001138.5	1793	asmbl_1793	Unigene6656_YT,Unigene6656_YT	orient(a+/s?) align: 241961(1)-243129(1169)
NC_001138.5	1794	asmbl_1794	Unigene6657_YT,Unigene6657_YT	orient(a-/s?) align: 242853(1307)-244159(1)
NC_001138.5	1795	asmbl_1795	Unigene6658_YT,Unigene6659_YT,Unigene6658_YT,Unigene6659_YT	orient(a+/s?) align: 245425(1)-245943(519)
NC_001138.5	1796	asmbl_1796	Unigene6660_YT,Unigene6660_YT	orient(a+/s?) align: 246046(1)-248159(2114)
NC_001138.5	1797	asmbl_1797	Unigene6661_YT,Unigene6661_YT	orient(a+/s?) align: 248343(1)-249174(832)
NC_001138.5	1798	asmbl_1798	Unigene6662_YT,Unigene6662_YT	orient(a-/s?) align: 248941(1002)-249942(1)
NC_001138.5	1799	asmbl_1799	Unigene6663_YT,Unigene6663_YT	orient(a-/s?) align: 250100(1776)-251875(1)
NC_001138.5	1800	asmbl_1800	Unigene6664_YT,Unigene6664_YT	orient(a+/s?) align: 251959(1)-252417(459)
NC_001138.5	1801	asmbl_1801	Unigene6665_YT,Unigene6665_YT	orient(a+/s?) align: 252427(1)-253672(1246)
NC_001138.5	1802	asmbl_1802	Unigene6667_YT,Unigene6667_YT	orient(a-/s?) align: 255419(314)-255732(1)
NC_001138.5	1803	asmbl_1803	Unigene6668_YT,Unigene6668_YT	orient(a+/s?) align: 255840(1)-256260(421)
NC_001138.5	1804	asmbl_1804	Unigene6669_YT,Unigene6669_YT	orient(a+/s?) align: 256497(1)-257391(895)
NC_001138.5	1805	asmbl_1805	Unigene6670_YT,Unigene6670_YT	orient(a+/s?) align: 257388(1)-257614(227)
NC_001138.5	1806	asmbl_1806	Unigene6671_YT,Unigene6671_YT	orient(a+/s?) align: 257592(1)-257845(254)
NC_001138.5	1807	asmbl_1807	Unigene6672_YT,Unigene6672_YT	orient(a+/s?) align: 257840(1)-258233(394)
NC_001138.5	1808	asmbl_1808	Unigene6673_YT,Unigene6673_YT	orient(a+/s?) align: 258221(1)-258451(231)
NC_001138.5	1809	asmbl_1809	Unigene6674_YT,Unigene6674_YT	orient(a+/s?) align: 258459(1)-258678(220)
NC_001138.5	1810	asmbl_1810	Unigene6675_YT,Unigene6675_YT	orient(a-/s?) align: 260035(282)-260316(1)
NC_001138.5	1811	asmbl_1811	Unigene6676_YT,Unigene6676_YT	orient(a-/s?) align: 260564(277)-260840(1)
NC_001138.5	1812	asmbl_1812	Unigene6677_YT,Unigene6677_YT	orient(a+/s?) align: 260932(1)-261739(808)
NC_001138.5	1813	asmbl_1813	Unigene6678_YT,Unigene6678_YT	orient(a+/s?) align: 261731(1)-261940(210)
NC_001138.5	1814	asmbl_1814	Unigene6679_YT,Unigene6679_YT	orient(a+/s?) align: 261935(1)-262166(232)
NC_001138.5	1815	asmbl_1815	Unigene6680_YT,Unigene6680_YT	orient(a-/s?) align: 262213(1730)-263942(1)
NC_001138.5	1816	asmbl_1816	Unigene6681_YT,Unigene6681_YT	orient(a+/s?) align: 263915(1)-265805(1891)
NC_001138.5	1817	asmbl_1817	Unigene6682_YT,Unigene6682_YT	orient(a-/s?) align: 266077(827)-266903(1)
NC_001138.5	1818	asmbl_1818	CL415Contig1_YT	orient(a-/s?) align: 216569(3908)-220476(1)
NC_001138.5	1819	asmbl_1819	Unigene6141_YT	orient(a+/s?) align: 138245(1)-143194(4950)
NC_001138.5	1820	asmbl_1820	Unigene4064_YT	orient(a-/s?) align: 8230(973)-9202(1)
NC_001138.5	1821	asmbl_1821	Unigene6583_YT	orient(a-/s?) align: 114935(843)-115777(1)
NC_001138.5	1822	asmbl_1822	Unigene6666_YT	orient(a-/s?) align: 253505(1871)-255375(1)
NC_001138.5	1823	asmbl_1823	Unigene887_YT	orient(a-/s?) align: 5595(912)-6506(1)
NC_001138.5	1824	asmbl_1824	Unigene6617_YT	orient(a+/s?) align: 184492(1)-191395(6904)
NC_001138.5	1825	asmbl_1825	Unigene6632_YT	orient(a+/s?) align: 205071(1)-205887(817)
NC_001138.5	1826	asmbl_1826	CL626Contig1_YT	orient(a-/s?) align: 45572(2208)-47779(1)
NC_001139.9	1827	asmbl_1827	Unigene1534_YT,Unigene1534_YT	orient(a-/s?) align: 9998(230)-10227(1)
NC_001139.9	1828	asmbl_1828	Unigene1533_YT,Unigene1533_YT	orient(a-/s?) align: 11189(568)-11756(1)
NC_001139.9	1829	asmbl_1829	Unigene1531_YT,Unigene1532_YT,Unigene1531_YT,Unigene1532_YT	orient(a+/s?) align: 12058(1)-14735(2678)
NC_001139.9	1830	asmbl_1830	Unigene1530_YT,Unigene1530_YT	orient(a+/s?) align: 14466(1)-16521(2056)
NC_001139.9	1831	asmbl_1831	Unigene1528_YT,Unigene1529_YT,Unigene1528_YT,Unigene1529_YT	orient(a+/s?) align: 18759(1)-22190(3432)
NC_001139.9	1832	asmbl_1832	Unigene1527_YT,Unigene1527_YT	orient(a+/s?) align: 22242(1)-23664(1423)
NC_001139.9	1833	asmbl_1833	Unigene1526_YT,Unigene1526_YT	orient(a+/s?) align: 23643(1)-23921(279)
NC_001139.9	1834	asmbl_1834	Unigene1525_YT,Unigene1525_YT	orient(a+/s?) align: 23888(1)-25657(1770)
NC_001139.9	1835	asmbl_1835	Unigene1524_YT,Unigene1524_YT	orient(a-/s?) align: 25598(1947)-27544(1)
NC_001139.9	1836	asmbl_1836	Unigene1523_YT,Unigene1523_YT	orient(a+/s?) align: 27765(1)-30370(2606)
NC_001139.9	1837	asmbl_1837	Unigene1522_YT,Unigene1522_YT	orient(a+/s?) align: 30363(1)-31010(648)
NC_001139.9	1838	asmbl_1838	Unigene1517_YT,Unigene1518_YT,Unigene1519_YT,Unigene1520_YT,Unigene1521_YT,Unigene1517_YT,Unigene1518_YT,Unigene1519_YT,Unigene1520_YT,Unigene1521_YT	orient(a-/s?) align: 31784(3594)-35377(1)
NC_001139.9	1839	asmbl_1839	Unigene1516_YT,Unigene1516_YT	orient(a-/s?) align: 36474(230)-36703(1)
NC_001139.9	1840	asmbl_1840	Unigene1514_YT,Unigene1515_YT,Unigene1514_YT,Unigene1515_YT	orient(a+/s?) align: 36933(1)-38858(1926)
NC_001139.9	1841	asmbl_1841	Unigene1513_YT,Unigene1513_YT	orient(a+/s?) align: 38980(1)-41210(2231)
NC_001139.9	1842	asmbl_1842	Unigene1512_YT,Unigene1512_YT	orient(a+/s?) align: 41442(1)-43273(1832)
NC_001139.9	1843	asmbl_1843	Unigene1511_YT,Unigene1511_YT	orient(a+/s?) align: 43283(1)-44586(1304)
NC_001139.9	1844	asmbl_1844	Unigene1510_YT,Unigene1510_YT	orient(a-/s?) align: 44509(818)-45326(1)
NC_001139.9	1845	asmbl_1845	Unigene1509_YT,Unigene1509_YT	orient(a-/s?) align: 47163(206)-47368(1)
NC_001139.9	1846	asmbl_1846	Unigene1508_YT,Unigene1508_YT	orient(a+/s?) align: 48514(1)-49365(852)
NC_001139.9	1847	asmbl_1847	Unigene1507_YT,Unigene1507_YT	orient(a+/s?) align: 49552(1)-52652(3101)
NC_001139.9	1848	asmbl_1848	Unigene1506_YT,Unigene1506_YT	orient(a-/s?) align: 52501(1157)-53657(1)
NC_001139.9	1849	asmbl_1849	Unigene1504_YT,Unigene1505_YT,Unigene1504_YT,Unigene1505_YT	orient(a+/s?) align: 53706(1)-56270(2565)
NC_001139.9	1850	asmbl_1850	Unigene1503_YT,Unigene1503_YT	orient(a+/s?) align: 56380(1)-58979(2600)
NC_001139.9	1851	asmbl_1851	Unigene1502_YT,Unigene1502_YT	orient(a+/s?) align: 59002(1)-61928(2927)
NC_001139.9	1852	asmbl_1852	Unigene1501_YT,Unigene1501_YT	orient(a+/s?) align: 61978(1)-63075(1098)
NC_001139.9	1853	asmbl_1853	Unigene1500_YT,Unigene1500_YT	orient(a-/s?) align: 62911(794)-63704(1)
NC_001139.9	1854	asmbl_1854	Unigene1499_YT,Unigene1499_YT	orient(a+/s?) align: 63754(1)-64017(264)
NC_001139.9	1855	asmbl_1855	Unigene1498_YT,Unigene1498_YT	orient(a+/s?) align: 64009(1)-64301(293)
NC_001139.9	1856	asmbl_1856	Unigene1497_YT,Unigene1497_YT	orient(a-/s?) align: 64503(2682)-67184(1)
NC_001139.9	1857	asmbl_1857	Unigene1494_YT,Unigene1495_YT,Unigene1494_YT,Unigene1495_YT	orient(a+/s?) align: 69576(1)-73292(3717)
NC_001139.9	1858	asmbl_1858	Unigene1493_YT,Unigene1493_YT	orient(a+/s?) align: 73197(1)-73839(643)
NC_001139.9	1859	asmbl_1859	Unigene1492_YT,Unigene1492_YT	orient(a-/s?) align: 74356(274)-74629(1)
NC_001139.9	1860	asmbl_1860	Unigene1490_YT,Unigene1490_YT	orient(a+/s?) align: 76712(1)-78173(1462)
NC_001139.9	1861	asmbl_1861	Unigene1488_YT,Unigene1489_YT,Unigene1488_YT,Unigene1489_YT	orient(a+/s?) align: 77960(1)-79022(1063)
NC_001139.9	1862	asmbl_1862	Unigene1487_YT,Unigene1487_YT	orient(a-/s?) align: 79050(1505)-80554(1)
NC_001139.9	1863	asmbl_1863	Unigene1486_YT,Unigene1486_YT	orient(a-/s?) align: 81426(901)-82326(1)
NC_001139.9	1864	asmbl_1864	Unigene1485_YT,Unigene1485_YT	orient(a+/s?) align: 82444(1)-82904(461)
NC_001139.9	1865	asmbl_1865	Unigene1484_YT,Unigene1484_YT	orient(a-/s?) align: 82792(1543)-84334(1)
NC_001139.9	1866	asmbl_1866	Unigene1483_YT,Unigene1483_YT	orient(a+/s?) align: 84618(1)-87544(2927)
NC_001139.9	1867	asmbl_1867	Unigene1482_YT,Unigene1482_YT	orient(a+/s?) align: 87509(1)-89877(2369)
NC_001139.9	1868	asmbl_1868	Unigene1481_YT,Unigene1481_YT	orient(a-/s?) align: 89866(1459)-91324(1)
NC_001139.9	1869	asmbl_1869	Unigene1480_YT,Unigene1480_YT	orient(a+/s?) align: 92512(1)-93591(1080)
NC_001139.9	1870	asmbl_1870	Unigene1478_YT,Unigene1479_YT,Unigene1478_YT,Unigene1479_YT	orient(a+/s?) align: 93792(1)-94791(1000)
NC_001139.9	1871	asmbl_1871	Unigene1477_YT,Unigene1477_YT	orient(a-/s?) align: 94786(790)-95575(1)
NC_001139.9	1872	asmbl_1872	Unigene1476_YT,Unigene1476_YT	orient(a+/s?) align: 95577(1)-97262(1686)
NC_001139.9	1873	asmbl_1873	Unigene1475_YT,Unigene1475_YT	orient(a+/s?) align: 97274(1)-98763(1490)
NC_001139.9	1874	asmbl_1874	Unigene1474_YT,Unigene1474_YT	orient(a+/s?) align: 98863(1)-102385(3523)
NC_001139.9	1875	asmbl_1875	Unigene1473_YT,Unigene1473_YT	orient(a-/s?) align: 102131(5519)-107649(1)
NC_001139.9	1876	asmbl_1876	Unigene1471_YT,Unigene1472_YT,Unigene1471_YT,Unigene1472_YT	orient(a+/s?) align: 107977(1)-110682(2706)
NC_001139.9	1877	asmbl_1877	Unigene1469_YT,Unigene1469_YT	orient(a-/s?) align: 111565(651)-112215(1)
NC_001139.9	1878	asmbl_1878	Unigene1468_YT,Unigene1468_YT	orient(a-/s?) align: 112276(2760)-115035(1)
NC_001139.9	1879	asmbl_1879	Unigene1467_YT,Unigene1467_YT	orient(a+/s?) align: 115115(1)-115354(240)
NC_001139.9	1880	asmbl_1880	Unigene1466_YT,Unigene1466_YT	orient(a+/s?) align: 115535(1)-115842(308)
NC_001139.9	1881	asmbl_1881	Unigene1465_YT,Unigene1465_YT	orient(a+/s?) align: 115912(1)-117820(1909)
NC_001139.9	1882	asmbl_1882	Unigene1464_YT,Unigene1464_YT	orient(a-/s?) align: 117610(3369)-120978(1)
NC_001139.9	1883	asmbl_1883	Unigene1463_YT,Unigene1463_YT	orient(a+/s?) align: 121090(1)-122104(1015)
NC_001139.9	1884	asmbl_1884	Unigene1461_YT,Unigene1462_YT,Unigene1461_YT,Unigene1462_YT	orient(a+/s?) align: 122300(1)-123420(1121)
NC_001139.9	1885	asmbl_1885	Unigene1460_YT,Unigene1460_YT	orient(a+/s?) align: 123534(1)-124364(831)
NC_001139.9	1886	asmbl_1886	Unigene1459_YT,Unigene1459_YT	orient(a+/s?) align: 129883(1)-131283(1401)
NC_001139.9	1887	asmbl_1887	Unigene1458_YT,Unigene1458_YT	orient(a+/s?) align: 131482(1)-139638(8157)
NC_001139.9	1888	asmbl_1888	Unigene1457_YT,Unigene1457_YT	orient(a-/s?) align: 139593(642)-140234(1)
NC_001139.9	1889	asmbl_1889	Unigene1456_YT,Unigene1456_YT	orient(a-/s?) align: 140337(1470)-141806(1)
NC_001139.9	1890	asmbl_1890	Unigene1455_YT,Unigene1455_YT	orient(a-/s?) align: 141880(2257)-144136(1)
NC_001139.9	1891	asmbl_1891	Unigene1453_YT,Unigene1454_YT,Unigene1453_YT,Unigene1454_YT	orient(a+/s?) align: 144116(1)-145444(1329)
NC_001139.9	1892	asmbl_1892	Unigene1451_YT,Unigene1452_YT,Unigene1451_YT,Unigene1452_YT	orient(a+/s?) align: 145362(1)-148153(2792)
NC_001139.9	1893	asmbl_1893	Unigene1450_YT,Unigene1450_YT	orient(a-/s?) align: 148073(516)-148588(1)
NC_001139.9	1894	asmbl_1894	Unigene1449_YT,Unigene1449_YT	orient(a-/s?) align: 149417(755)-150171(1)
NC_001139.9	1895	asmbl_1895	Unigene1448_YT,Unigene1448_YT	orient(a-/s?) align: 151037(1853)-152889(1)
NC_001139.9	1896	asmbl_1896	Unigene1446_YT,Unigene1447_YT,Unigene1446_YT,Unigene1447_YT	orient(a+/s?) align: 153104(1)-154455(1352)
NC_001139.9	1897	asmbl_1897	Unigene1444_YT,Unigene1444_YT	orient(a-/s?) align: 156474(561)-157034(1)
NC_001139.9	1898	asmbl_1898	Unigene1443_YT,Unigene1443_YT	orient(a-/s?) align: 157018(389)-157406(1)
NC_001139.9	1899	asmbl_1899	Unigene1442_YT,Unigene1442_YT	orient(a-/s?) align: 157395(232)-157626(1)
NC_001139.9	1900	asmbl_1900	Unigene1439_YT,Unigene1440_YT,Unigene1441_YT,Unigene1439_YT,Unigene1440_YT,Unigene1441_YT	orient(a-/s?) align: 159436(3524)-162959(1)
NC_001139.9	1901	asmbl_1901	Unigene1438_YT,Unigene1438_YT	orient(a-/s?) align: 163336(1835)-165170(1)
NC_001139.9	1902	asmbl_1902	Unigene1437_YT,Unigene1437_YT	orient(a-/s?) align: 165219(214)-165432(1)
NC_001139.9	1903	asmbl_1903	Unigene1436_YT,Unigene1436_YT	orient(a-/s?) align: 165451(672)-166122(1)
NC_001139.9	1904	asmbl_1904	Unigene1435_YT,Unigene1435_YT	orient(a+/s?) align: 166196(1)-166715(520)
NC_001139.9	1905	asmbl_1905	Unigene1434_YT,Unigene1434_YT	orient(a+/s?) align: 166816(1)-167235(420)
NC_001139.9	1906	asmbl_1906	Unigene1433_YT,Unigene1433_YT	orient(a-/s?) align: 167271(278)-167548(1)
